Museum	CatalogNumber	Subspecies	Piaggio	Sex	TotalLength	TailLength	HdftLength	EarLength	Weight	Basal	Condylo-basal	GrtstLength	NasalLength	NasalWidth	IncisiveForamen	ZygomaticWidth	MastoidWidth	InterorbitalBreadth	MaxillaryDiastema	PalatalLength	PalatalWidth	PostpalatalLength	InterpterygoidFossa 	AuditalTubeLength	AuditalTubeWidth	AlveolarLngSprChkth	Distb/wInfraorbitalFor	WidthAngularProcess	MandibleLength	MandibularDiastema	AlveolarLgthLwrChkth
AMNH	31073	phaea	coastal	  	NA	NA	NA	NA	NA	59.02	62.41	65.93	22	9.74	4.98	49.52	48.21	10.95	17.76	38.3	4.65	16.23	3.62	20.92	9.98	16.96	14.42	23.1	45.84	10.95	16.93
AMNH	559	californica	californica	FE	NA	NA	NA	NA	NA	68.4	73.06	78.95	27.34	12.31	8	57.78	54.67	10.47	20.66	41.35	4.49	20.43	5.69	23.65	10.85	17.25	17.94	24.19	53.35	13.28	18.26
AMNH	40555	NA	NA	FE	303	20	49	NA	NA	61.06	64.62	69.37	25.3	10.23	7.41	50.21	49.04	10.43	19.43	38.96	3.8	17.07	3.69	21.17	8.96	17.14	16.05	21.74	44.83	11.2	16.39
AMNH	149374	NA	NA	FE	340	26	60	NA	NA	69.54	74.04	76.81	26.97	13.25	8.13	58.86	54.93	7.83	20.16	42.59	5.61	20.44	4.74	22.89	9.62	18.6	19.13	26.56	52.66	12.55	18.26
AMNH	142743	NA	NA	FE	365	27	57	38	NA	68.09	72.36	75.33	26.44	12.81	7.22	57.68	53.64	10.19	20.4	42.39	6.11	19.22	5.19	24.84	10.39	17.75	17.1	22.99	51.17	13.08	18.01
AMNH	15719	rufa	olympica	FE	358	45	NA	12	NA	63.2	67.32	71.13	23.42	11.03	7.34	53.31	50.21	10.72	18.86	38.71	5.19	18.78	4.4	20.97	9.46	17.48	17.09	22.57	46.09	12.52	17.47
FMNH	9068	humboldtiana	coastal	FE	295	30	54	23	NA	65.85	70.16	72.78	24.96	12.22	6.1	55.34	52.22	11.51	19.75	46.09	4.98	19.67	4.95	23.29	10.3	17.33	15.66	23.44	50.57	11.71	17.79
FMNH	6309	rufa	olympica	FE	407	NA	38	NA	NA	63.28	67.68	70.54	27.16	12.28	7.08	56.86	54.69	9.08	19.83	44.73	5.69	18.2	4.7	24.02	9.55	17.39	14.92	23.85	47.39	12.15	17.33
FMNH	6312	rufa	olympica	FE	348	34	36	NA	NA	63.77	67.63	68.62	21.5	11.04	7.4	53.1	49.68	9.58	19.84	44.2	4.97	19.39	5.1	21.79	9.45	17.2	15.91	22.01	48.62	11.67	17.34
FMNH	6320	rufa	olympica	FE	329	45	NA	11	NA	64.99	69.36	71.72	25.83	11.35	6.87	52.16	50.42	9.25	18.66	45.2	5.68	19.65	4.79	22.28	9.75	18.09	16.58	22.04	49.42	11.51	17.52
FMNH	9054	pacifica	pacifica	FE	325	35	57	24	NA	62.62	66.32	68.45	25.43	8.98	6.56	53.16	49.03	10.47	20.9	45.28	5.35	17.15	4.87	20.65	8.96	16.82	16.07	20.07	45.96	11.58	17.7
FMNH	9057	pacifica	pacifica	FE	334	37	56	24	NA	60.87	64.97	67.2	22.21	11.15	6.24	51.12	48.51	12.41	18.25	43.05	5.71	17.76	4.65	20.54	10.59	16.08	15.78	21.78	46.13	12.07	15.85
FMNH	9058	pacifica	pacifica	FE	342	30	55	26	NA	65.3	70.08	74.15	27.04	11.46	5.67	54.21	51.88	9.3	19.79	45.9	5.1	19.07	5.36	23.67	9.5	17.19	16.04	23.34	49.42	11.5	17.24
FMNH	9046	pacifica	pacifica	FE	310	27	49	24	NA	60.9	65.24	67.21	23.77	9.19	5.67	49.96	45.51	11.49	18.19	42.91	3.9	17.78	4.63	20.05	9.15	17.18	15.81	21.93	47.54	12.67	16.11
FMNH	9048	pacifica	pacifica	FE	325	30	52	26	NA	62.24	66.52	68.45	24.15	10.11	7.1	52.38	50.43	9.08	19.77	44.56	4.81	17.44	4.23	22.33	10.14	17.15	16.93	22.35	47.3	13.27	16.15
FMNH	9072	pacifica	pacifica	FE	323	34	52	26	NA	61.79	65.4	68.5	25.68	11.06	6.55	51.48	47.61	10.15	19.89	44.37	4.44	16.78	5.35	20.11	8.37	16.91	16.58	23.29	47.98	11.87	16.42
FMNH	9075	pacifica	pacifica	FE	312	33	53	23	NA	62.77	67.03	71.22	25.7	10.24	6.82	51.8	47.65	10.91	18.59	44.72	4.83	17.93	5.07	21.62	9.28	17.82	16.03	21.15	48.32	11.96	17.37
FMNH	7639	phaea	coastal	FE	NA	NA	NA	NA	NA	55.16	58.66	60.57	19.57	9.41	4.75	45.41	39.48	11.22	14.5	37.67	5.31	17.29	4.76	NA	9.13	16.25	14.88	18.1	43.08	9.55	16.06
FMNH	9067	phaea	coastal	FE	295	25	54	21	NA	57.99	62.29	63.09	20.16	9.18	6.37	50.03	46.3	11.26	16.73	40.78	4.43	17.16	4.26	19.81	9.63	17.11	15.84	21.05	43.79	10.32	17.18
FMNH	9069	phaea	coastal	FE	310	25	52	20	NA	61.11	64.89	66.48	16.35	9.39	6.42	50.01	48.34	9.46	17.09	42.64	4.83	18.54	4.65	20.95	9.22	17.86	14.53	21.34	45.88	10.74	17.26
FMNH	7388	rufa	olympica	FE	294	31	52	NA	NA	66.94	71.75	74.32	25.08	11.75	7.5	55.73	53.99	8.61	20.47	47.45	6.54	19.19	4.85	23.85	10.62	18.68	15.85	22.57	49.99	12.8	17.66
HSU	18	humboldtiana	coastal	FE	280	24	50	15	ND	58.2	62.49	63.52	21.75	9.07	5.73	45.56	42.83	12.04	16.77	41.03	5.87	16.88	4.54	20.11	9.74	16.74	15.68	21.89	48.65	12.31	16.64
HSU	77	humboldtiana	coastal	FE	345	25	52	18	ND	61.36	65.2	66.76	20.87	10.31	5.21	50.16	49.54	10.01	17.43	42.27	4.88	19	5.07	22.31	10.83	17.3	16.69	21.88	46.67	10.71	16.97
HSU	123	humboldtiana	coastal	FE	333	22	53	7	ND	62.04	66.42	69.07	23.68	10.42	6.74	49.66	48.04	11.14	17.69	43.31	3.7	18.58	4.24	22.01	10.32	18.13	16.89	20.72	48.06	10.22	18.18
HSU	332	humboldtiana	coastal	FE	290	28	47	20	ND	60.27	64.51	65.76	22.25	9.56	5.82	48.18	45.24	11.32	17.57	41.82	4.67	18.13	4.44	20.76	10.27	15.97	14.69	19.24	43.87	10.64	15.52
HSU	881	humboldtiana	coastal	FE	340	16	54	35	ND	62.37	66.93	69.13	25.37	10	6.31	51.42	50.71	10.71	18.91	43.59	4.55	18.71	4.92	23.24	9.65	17.1	16.06	20.33	46.54	10.56	16.89
HSU	882	humboldtiana	coastal	FE	315	17	51	21	ND	61.32	65.98	67.97	23.03	9.99	6.68	50.87	50.42	11.36	17.66	44.08	5.08	17.16	4.65	23.01	9.68	18.01	17.23	19.95	45.95	10.29	17.53
HSU	995	humboldtiana	coastal	FE	312	19	50	18	ND	63.43	67.93	70.63	24.29	10.35	6.73	53.35	50.84	11.12	19.43	44.33	5.03	18.96	4.6	22.79	9.71	16.98	15.8	21.84	47.72	10.82	16.82
HSU	1081	humboldtiana	coastal	FE	383	27	50	21	ND	63.55	68.5	69.53	23.68	11.66	7.09	50.69	47.3	12.2	18.23	42.99	5.77	20.32	5.03	21.97	10.63	17.71	17.31	20.21	46.65	10.45	17.9
HSU	4560	humboldtiana	coastal	FE	290	14	47	ND	660	64.65	68.77	71.46	26.92	12.1	6.96	54.98	54.72	9.76	19.54	45.4	5.46	19.11	4.94	24.22	10.53	17.74	17.2	24.18	51.4	12.02	17.84
HSU	4903	humboldtiana	coastal	FE	326	20	55	22	688	62.82	67.43	69.6	22.29	10.97	6.36	52.07	49.26	10.28	18.67	44.52	4.7	18.11	4.49	21.22	10.59	17.41	15.24	21.49	47.82	10.85	16.9
HSU	4904	humboldtiana	coastal	FE	263	16	48	20	733	62.89	65.88	69.22	24.93	11.04	7.01	52.74	48.74	10.93	18.3	42.73	5.08	19.7	5.66	20.66	9.67	16.07	15.98	21.6	45.72	11.06	16.24
HSU	4905	humboldtiana	coastal	FE	333	20	55	19	960	63.17	68.02	69.61	21.67	12.12	5.78	54.65	50.91	10.94	18.56	44.52	5.6	18.48	4.67	22.42	9.31	17.25	16.81	24.17	48.71	12.25	16.7
HSU	4412	humboldtiana	coastal	FE	341	28	58	28	1000	65.43	69.8	72.19	25.2	12.06	7.67	54.96	52.4	12.38	19.03	44.91	4.49	20.06	4.63	22.58	10.23	17.94	16.1	21.55	48.61	11.2	18.89
HSU	7152	humboldtiana	coastal	FE	332	25	55	24	664	61.24	65.31	69.81	24.07	10.62	5.61	50.27	49.9	11.19	17.13	42.66	4.35	18.45	5.08	21.16	9.02	16.74	15.06	19.88	44.78	9.95	16.63
HSU	7153	humboldtiana	coastal	FE	290	22	56	20	700	55.93	60.72	62.23	21.78	9.5	5.53	46.78	41.84	12.03	15.3	39.28	4.44	16.29	4.54	19.36	8.89	16.37	14.58	19.5	44.15	8.71	18.19
HSU	2321	pacifica	pacifica	FE	320	30	47	20	960	61.03	66.03	68.28	23.92	10.51	5.87	50.33	48.93	9.68	17.84	42.26	4.83	18.34	4.94	21.99	9.73	16.63	15.73	20.18	46.2	10.68	16.02
LACM	30059	californica	californica	FE	NA	NA	NA	NA	NA	67.59	72.05	75.41	26.96	12.37	7.55	58.12	55.36	13.12	20.69	47.84	7.56	19.63	5.34	24.23	10.21	19.75	18.37	24.31	51.82	13.62	18.67
LACM	20999	pacifica	pacifica	FE	350	30	57	24	NA	61.98	65.94	68.88	23.9	11.09	6.24	50.61	47.9	11.18	18.53	43.52	5.72	18.5	5.52	20.76	8.63	18.56	16.65	20.08	44.02	11.94	17.34
LACM	74309	pacifica	pacifica	FE	307	16	53	28	915	64.24	67.76	70.87	24.23	10.22	6.92	52.14	49.87	11.21	19.92	45.5	5.68	18.71	4.55	23.2	9.62	18.05	16.27	23.2	46.96	12.72	17.57
LACM	74310	pacifica	pacifica	FE	315	13	50	25	1166	64.48	68.23	71.27	26.46	9.79	6.59	53.74	52.62	10.11	20.71	45.95	5.82	18.64	4.02	23.75	9.19	18.29	17.4	22.95	47.34	13.01	18.29
LACM	3984	rufa	olympica	FE	350	44	58	NA	NA	66.2	70.36	72.86	25.27	11.61	6.13	NA	50.68	12.04	20.72	45.82	6.41	20.44	4.74	22.77	9.86	18.68	17.52	20.96	47.22	12.02	18.63
LACM	3985	rufa	olympica	FE	346	43	55	NA	NA	63.78	68.12	72.04	27.45	11.95	6.54	54.96	52.6	11.07	20.41	44.86	6.16	19.31	5	23.59	10.14	18.33	17.67	20.67	45.69	12.14	17.62
MVZ	165875	californica	californica	FE	335	30	64	20	NA	66.31	70.74	74.04	26.45	10.63	6.73	53.63	49.23	11.62	18.38	45.51	5.96	20.91	5.28	21.56	9.03	17.97	18.07	22.92	50.57	11.67	17.92
MVZ	22617	californica	californica	FE	315	35	56	18	NA	61.83	66.51	69.14	24.27	10.12	7.79	50.11	45.93	10.8	18.14	43.65	4.96	17.81	4.75	20.17	8.37	17.71	16.71	21.3	47.22	12.14	18.21
MVZ	22622	californica	californica	FE	347	19	61	16	1014.7	65.95	69.87	76.9	25.38	11.56	7.91	57.88	54.08	10.13	21.21	46.87	5.72	18.84	5.46	23.18	10.12	18.56	17.82	23.77	51.74	13.09	18.98
MVZ	18888	californica	californica	FE	325	30	60	10	NA	65.3	69.97	73.61	25.59	10.88	7.51	52.9	50.19	10.1	19.34	45.36	5.04	19.77	4.87	21.72	9.64	17.79	18.16	21.87	49.14	13.18	17.44
MVZ	21958	californica	californica	FE	330	17	59	NA	NA	66.21	70.43	75.18	23.32	11.83	7.49	55.67	53.93	10.38	20.17	45.47	5.9	20.27	5.18	22.3	9.61	17.93	17.5	22.81	50.03	12.82	17.55
MVZ	18991	humboldtiana	coastal	FE	350	35	55	15	NA	64.38	68.89	70.77	23.73	10.79	6.47	56.22	54.21	9.66	18.43	44.41	5.28	19.68	5.08	22.71	10.35	17.94	15.31	22.51	48.79	10.86	17.64
MVZ	18992	humboldtiana	coastal	FE	350	30	55	13	NA	61.91	65.88	68.17	24.11	11.04	6.37	54.18	54.23	9.87	17.68	43.09	4.83	18.73	5.05	23.95	11.12	15.88	16.17	22.58	47.5	10.74	16.45
MVZ	18993	humboldtiana	coastal	FE	360	40	60	12	NA	65.93	69.93	72.17	26.58	12.26	6.64	57.61	57.13	11.2	18.16	46.24	4.74	19.51	5.5	24.11	11.07	17.04	17.15	23.99	49.16	12.02	17.13
MVZ	19172	humboldtiana	coastal	FE	347	35	56	NA	NA	64.3	69.08	70.89	25.49	10.64	6.29	51.02	50.61	11.6	18.26	44.91	6.72	19.46	5.77	22.79	10.31	17.59	17.5	23.77	49.66	11.51	17.25
MVZ	95405	humboldtiana	coastal	FE	335	25	56	22	NA	62.86	66.42	68.79	25.21	10.55	6.3	49.9	49.36	9.36	18.17	44.03	5.02	18.63	4.77	20.82	9.2	16.29	14.59	20.6	45.61	10.7	15.87
MVZ	116278	nigra	coastal	FE	333	17	56	23	1045	60.9	64.63	66.58	21.48	9.88	5.33	50.54	45.6	11.17	17.77	42.12	5.75	18.39	4.3	NA	9.78	17.87	15.64	23.16	46.51	11.87	17.7
MVZ	116279	nigra	coastal	FE	307	NA	50	NA	1069	63.05	67.25	69.1	22.99	11.53	6.41	53.87	48.79	10.64	18.51	43.02	5.87	19.73	4.99	22.58	9.67	17.46	16.31	21.47	46.43	11.13	17.53
MVZ	135019	pacifica	pacifica	FE	329	27	51	22	1005	61.29	64.83	68.27	24.39	11.72	6.25	52.29	48.84	11.56	17.89	42.47	5.31	18.69	4.79	22.03	10.33	17.3	16.47	23.12	46.4	10.33	17.74
MVZ	69566	pacifica	pacifica	FE	340	30	53	22	947	63.83	67.58	69.5	25.65	11.98	5.54	51.74	51.63	8.29	18.45	45	3.91	18.5	4.72	20.78	10.18	17.6	14.93	21.02	46.26	11.02	17.17
MVZ	94926	pacifica	pacifica	FE	300	30	50	20	NA	60.15	63.67	68.7	24.64	9.87	5.87	50.4	48.44	10.99	17.13	41.35	4.99	18.61	4.84	21.22	8.93	16.79	16.17	22.8	46.51	11.68	16.25
MVZ	94652	pacifica	pacifica	FE	300	20	47	24	945	64.26	68.23	71.21	25.88	10.17	8.1	53.57	49.38	10.86	19.6	44.79	5.68	19.24	4.04	22.44	8.99	17.12	16.1	22.83	48.25	10.95	17.16
MVZ	94655	pacifica	pacifica	FE	278	18	50	22	876	62.97	66.49	69.5	23.24	11.02	6.91	52.43	49.98	11.04	19.71	44.43	4.83	18.64	4.7	21.91	9.65	16.76	16.63	21.78	47.55	12.68	16.59
MVZ	94656	pacifica	pacifica	FE	320	15	50	22	1010.8	61.79	65.73	NA	NA	NA	6.34	50.79	47.95	9.86	17.6	43	5.03	18.28	4.27	21.86	10.22	17.12	16.37	22.85	46.76	11.04	16.68
MVZ	94657	pacifica	pacifica	FE	315	20	51	23	894.7	62.94	66.75	72.66	26.58	10.79	6.18	52.55	49.42	11.2	19.59	45.25	4.76	17.8	4.56	22.02	9.46	17.45	17.13	21.93	48.95	11.41	16.96
MVZ	116293	pacifica	pacifica	FE	295	NA	46	NA	752	58.67	62.64	65.61	20.64	10.05	6.56	50.47	50	10.66	18.32	41.79	5.27	16.31	4.7	21.26	9.51	16.4	15.1	20.55	44.82	11.4	16.23
MVZ	116297	pacifica	pacifica	FE	299	NA	46	NA	NA	57.8	61.42	65.63	21.85	9.88	6.66	49.96	47.47	9.45	17.01	40.78	5.17	16.69	4.91	20.76	8.66	16.24	15.17	20.68	46.08	10.69	17.06
MVZ	63500	pacifica	pacifica	FE	350	39	50	26	NA	66.56	70.73	75.16	24.64	11.2	7.54	55.19	52.3	10.24	19.88	66.53	5.44	20.2	5.78	21.25	10.26	17.07	16.53	21.2	50.47	11.91	16.84
MVZ	116302	pacifica	pacifica	FE	NA	NA	NA	NA	NA	65.61	70.44	72.18	24.99	13.28	6.11	56.99	56.51	8.25	21.05	45.22	5.4	19.82	5.56	23.46	11.01	17.2	17.09	23.75	50.35	12.75	18.1
MVZ	118285	pacifica	pacifica	FE	345	NA	59	NA	1100	66.35	70.86	73.56	25.84	13.17	7.47	55.3	53.61	9.83	20.39	45.96	5.27	20	5.18	22.9	10.34	16.76	16.5	24.17	49.4	11.38	18.23
MVZ	116290	pacifica	pacifica	FE	351	NA	59	NA	1128	65.15	69.99	73.46	25.41	12.99	6.3	57.74	55.37	9.65	19.13	45.98	5.77	18.81	4.77	24	11.13	17.43	17.17	23.21	48.7	11.64	17.21
MVZ	94661	pacifica	pacifica	FE	305	35	50	25	964	64.42	68.76	74.09	25.51	10.18	7.32	52.88	51.66	8.34	19.82	45.41	4.34	18.85	4.07	20.52	9.52	17.93	15.56	23	48.3	11.41	17.63
MVZ	94664	pacifica	pacifica	FE	287	42	49	26	855.4	62.93	66.5	70.13	25.86	11.16	5.99	52.32	50.73	8.85	18.47	44.43	4.39	18.56	4.07	21.67	8.99	18.43	16.45	20.59	47.77	11.3	17.62
MVZ	94666	pacifica	pacifica	FE	290	33	47	20	744.3	60.1	63.88	68.36	23.82	11.77	6.39	48.12	47.47	10.43	18.36	42.25	3.66	17.52	4.12	20.91	9.2	16.85	15.85	20.88	45.05	10.27	16.43
MVZ	20311	phaea	coastal	FE	306	36	50	13	682	61.17	64.13	66.14	21.24	9.5	6.1	50.03	47.18	10.15	17.78	42.64	5.2	18.31	4.36	20.12	10.09	17.9	15.37	21.57	45.35	10.83	18.21
MVZ	20315	phaea	coastal	FE	299	37	51	10	795	59.35	62.35	64.15	19.65	9.59	6.63	52.86	48.73	10.28	16.96	40.24	5.67	18.8	3.55	21.12	9.24	17.3	14.06	22.18	45.12	10.61	17.15
MVZ	114341	phaea	coastal	FE	316	NA	55	NA	926	60.8	63.41	66.16	23.39	9.69	5.84	51.56	49.89	10.59	18.15	42.67	5.19	17.95	4.65	21.25	8.84	16.19	15.88	22.53	46.06	11.9	17.06
MVZ	115446	phaea	coastal	FE	331	26	55	15	1000	61.4	65.66	68.22	22.23	9.91	5.73	50.03	46.91	NA	17.38	42.61	4.98	18.54	4.63	20.8	9.9	16.99	15.15	21.12	46.97	10.95	16.72
MVZ	115447	phaea	coastal	FE	317	20	52	14	900	62.22	64.36	66.46	22.34	10.31	6.37	51.62	49.3	10.52	17.29	41.9	5.85	18.6	4.06	20.67	9.55	17.39	14.92	22.29	46.25	10.14	17.68
MVZ	115540	phaea	coastal	FE	305	NA	50	NA	741	59.22	61.28	62.47	19.46	8.67	5.67	49.54	46.52	10.25	16.73	40.44	4.93	17.99	4.05	19.88	9.12	16.84	13.88	21.56	43.89	10.59	16.86
MVZ	115608	phaea	coastal	FE	295	NA	51	NA	725	58.25	61.42	63.33	20.77	9.75	6.72	48.11	46.94	9.38	17.18	40.64	4.65	17.57	3.64	19.3	8.92	16.5	13.55	20.58	44.01	11.18	16.83
MVZ	116264	phaea	coastal	FE	306	NA	52	NA	NA	61.88	64.8	66.02	21.01	10.03	5.13	49	45.49	12.41	17.24	41.94	5.98	19.8	4.85	19.91	9.79	17.11	15.98	20.82	45.56	9.84	16.96
MVZ	116267	phaea	coastal	FE	329	27	51	24	859.5	64.03	65.42	68.13	23.86	10.47	5.84	50.68	48.27	9.86	17.46	41.84	4.87	18.28	4.78	22.49	9.82	17.48	15.84	21.28	45.33	10.16	17.63
MVZ	20305	phaea	coastal	FE	280	31	50	11	910	62.82	64.53	64.63	20.1	9.32	6.76	51.07	48.37	10.12	18.16	41.77	5.75	20.87	4.23	21.46	9.87	17.21	14.71	21.5	45.49	11.2	17.33
MVZ	116276	phaea	coastal	FE	316	NA	56	NA	804	61.56	65.34	67.37	23.17	10.66	5.655	51.07	49.35	10.17	18.34	43.05	4.96	18.63	3.59	19.3	8.49	16.85	14.52	22.29	44.09	11.85	17.8
MVZ	20788	phaea	coastal	FE	307	30	48	NA	NA	55.78	60.01	63.14	19.51	9.38	5.93	47.97	45.76	9.13	15.52	38.46	4.36	17.07	4.32	20.19	9.49	15.68	13.96	20.61	42.63	9.25	15.44
MVZ	116304	rainieri	olympica	FE	330	NA	55	NA	NA	66.97	70.72	73.12	25.06	11.06	7.28	NA	57.77	10.45	21.34	45.98	4.93	20.72	5.34	23.47	9.59	17.97	17.41	22.28	49.94	11.25	18.29
MVZ	116310	rainieri	olympica	FE	336	NA	57	NA	NA	66.43	70.55	73.8	25.84	11.47	7.8	57.63	53.54	9.46	19.88	46.82	4.31	19.52	5.56	22.51	9.3	18.14	17.37	21.72	51.14	12.19	17.64
MVZ	116255	rainieri	olympica	FE	376	NA	61	NA	NA	68.38	73.44	76.78	27.03	11.84	6.67	56.45	53.59	9.95	21.15	47.94	6.19	20.24	5.15	23.79	10.18	18.41	17.15	23.16	50.77	13.04	17.99
MVZ	69571	rufa	rufa	FE	315	24	54	22	988	60.74	65.44	67.85	24.35	11.65	6.24	52.27	52.78	11.12	18.13	43.14	5.63	17.29	4.92	23.41	9.64	16.75	16.26	23.45	46.65	10.29	16.93
MVZ	13324	rufa	rufa	FE	355	23	58	0	0	64.55	68.99	72.48	24.6	12.25	7	55.42	53.72	9.35	17.91	44.66	5.97	19.55	4.74	23.37	10.47	17.37	17.23	24.04	48.55	11.78	17.42
MVZ	13325	rufa	rufa	FE	325	20	58	NA	NA	62.22	66.81	69.26	24.97	10.53	7.37	49.82	48.47	10.71	18.18	43.33	4.97	18.49	4.42	20.3	10.09	16.72	15.28	21.9	46.32	12.12	17.26
MVZ	13330	rufa	rufa	FE	310	27	60	NA	NA	63.38	68.01	71.15	23.44	11.03	6.96	57.44	50.13	8.84	18	44.09	5.29	19.04	4.92	22.93	10.87	16.62	15.68	24.07	48.61	12.29	16.26
MVZ	13332	rufa	rufa	FE	316	14	53	NA	NA	63.3	67.44	67.55	23.49	11.11	7.44	55.19	51.55	9.21	18.36	42.82	4.36	20.05	4.91	21.74	9.79	17.59	14.75	21.94	45.75	10.48	17.21
MVZ	63498	rufa	rufa	FE	345	28	56	26	NA	65.62	69.53	72.9	25.39	11.93	6.91	55.98	54.25	11.3	19.8	44.92	4.5	20.64	5.29	21.29	9.68	17.22	16.68	23.52	49.37	12.56	18.19
MVZ	63499	rufa	rufa	FE	346	35	57	30	NA	64.2	69.08	73.83	25.51	12.59	7.45	54.97	49.16	11.57	20.3	44.67	5.83	18.86	5.39	22.27	9.86	18.76	17.48	23	49.75	12.29	19.02
MVZ	54528	rufa	olympica	FE	335	25	30	NA	NA	64.11	68.34	70.74	22.06	12	7.85	53.62	51.61	11.07	19.22	45.01	5.73	18.37	4.59	22.51	10.31	17.29	17.01	22.78	49.04	12.29	17.34
MVZ	94640	rufa	olympica	FE	330	7	52	23	1087	67.32	71.44	73.03	25.64	11.3	6.72	59.65	56.78	10	19.56	47.12	4.65	19.48	4.81	24.46	9.78	18.49	18.98	24.2	51.98	11.56	18.26
MVZ	94642	rufa	olympica	FE	355	40	58	25	1460	66.79	70.92	75.55	27.07	11.6	6.06	56.13	53.54	8.81	19.48	47.15	5.2	19.26	4.49	23.54	10.64	16.67	16.64	23.12	50.26	12.26	16.92
MVZ	94643	rufa	olympica	FE	333	32	58	23	1119	65.98	70.59	73.96	26.38	10.89	6.84	54.25	53.24	11.28	19.24	46.03	5.14	20.01	4.96	22.36	10.22	17.71	17.52	23.17	50.7	11.36	17.95
MVZ	94644	rufa	olympica	FE	330	25	56	25	NA	67.01	71.39	74.68	27.87	11.95	6.36	56.92	53.97	8.69	20.41	47.7	4.88	18.46	4.39	22.65	10.99	17.77	16.79	23.08	50.8	13.05	18.11
MVZ	94645	rufa	olympica	FE	356	34	58	24	1233	64.95	69.54	73.14	24.33	11.94	6.18	58.44	55.58	10.59	19.58	45.46	6.77	19.46	5.47	23.75	9.26	18.09	18.21	24.03	51.16	11.53	18.24
MVZ	94635	rufa	olympica	FE	340	27	54	27	1009	66.65	71.36	75.62	26.24	13.1	7.35	57.59	55.61	10.21	20.67	47.56	6.02	19.03	5.54	23.65	9.84	17.72	16.43	24.26	50.95	13.52	18.53
MVZ	3751	rufa	olympica	FE	330	25	55	18	NA	65.09	69.09	74.38	26.16	11.61	7.16	57.04	52.4	10.48	19.04	45.04	4.98	19.65	4.68	23.55	10.34	21.75	16.24	21.87	50.07	11.76	18.52
MVZ	94637	rufa	olympica	FE	318	25	55	21	972	66.39	70.44	72.44	25.15	12.41	6.42	52.29	50.78	9.41	19.61	46.43	4.55	19.41	4.46	22.55	9.61	18.63	16.71	22.67	49.53	11.4	17.77
MVZ	88905	rufa	olympica	FE	360	17	60	25	NA	69.9	74.57	77.5	27.11	13.75	6.78	59.99	57.37	10.57	21.17	48.38	5.52	21.41	5.41	25.71	11.36	18.91	18.09	25.02	53.22	12.72	18.36
MVZ	46466	rufa	olympica	FE	NA	NA	NA	NA	NA	67.28	72.11	76.01	28.76	13.5	6.7	59.49	56.92	9.87	20.07	48.75	6.18	18.51	5.56	23.39	9.92	19.47	19.07	23.86	51.8	12.4	18.41
MVZ	116257	rufa	olympica	FE	334	NA	56	NA	NA	66.57	71.33	72.44	26.98	12.07	6.8	54.53	52.11	10.14	20.29	46.72	5.96	19.55	4.8	24.58	10.74	17.41	18.43	24.01	50.34	13.57	17.59
MVZ	116260	rufa	olympica	FE	333	NA	54	NA	NA	64.21	68.53	71.01	25.52	11.54	6.76	55.22	53.99	9.2	19.28	45.06	5.9	19	5.53	23.07	10.24	18.64	15.58	22.72	48.85	12.15	18.11
MVZ	116261	rufa	olympica	FE	335	NA	56	NA	932	64.85	69.24	71.38	25.95	11.98	6.72	NA	52.09	10.39	19.68	45.55	5.86	18.84	4.88	23.69	10.01	17.67	17.25	23.95	49.64	12.14	17.6
MVZ	3749	rufa	olympica	FE	340	29	55	15	NA	65.87	69.83	75.31	25.85	11.65	7.08	58.48	54.24	11.12	19.83	46.38	5.84	19.08	4.37	23.66	9.56	18.13	16.32	25.9	48.54	12.45	18.85
MVZ	119204	rufa	olympica	FE	NA	NA	NA	NA	NA	65.65	70.23	71.95	24.23	10.96	7.14	55.33	53.38	10.84	18.83	46.17	5.16	19.19	4.62	23.01	10.01	18.26	18.17	23.66	50.13	12.44	17.51
MVZ	99433	rufa	olympica	FE	NA	NA	NA	NA	NA	66.85	71.01	74.71	24.93	11.27	6.68	55.88	53.41	11.24	21.11	46.7	7.01	20.13	5.13	23.41	9.63	18.02	17.74	23.2	49.78	12.54	18
MVZ	119223	rufa	olympica	FE	337	NA	NA	NA	NA	62.3	67.1	70.84	25.11	10.36	7.53	52.35	51.44	11.35	19	44.55	5.52	17.86	4.11	22.23	8.78	17.83	16.07	21.94	48.69	11.03	18
MVZ	119226	rufa	olympica	FE	360	NA	NA	NA	NA	63.71	67.65	70.96	25.5	11.22	6.78	55.17	54.02	11.2	19.91	45.29	5.81	17.41	5.27	23.42	9.46	18.37	17.34	23.58	49.1	12.23	18.12
MVZ	119227	rufa	olympica	FE	367	NA	NA	NA	NA	63.36	67.93	70.28	25.56	10.69	6.54	55.22	55.5	10.09	19.57	44.88	6.12	18.1	5.88	24.74	9.73	17.49	16.71	24.49	50.28	12.94	16.87
MVZ	119233	rufa	olympica	FE	366	NA	NA	NA	NA	65.62	70.65	74.55	24.85	11.9	7.35	56.64	52.7	9.72	19.31	65.75	6.65	18.76	4.98	24.58	9.33	18.9	17.04	24.44	51.49	13.13	18.38
MVZ	119235	rufa	olympica	FE	350	NA	NA	NA	NA	64.6	69.01	73.2	25.26	10.89	7.21	52.21	52.68	9.93	19.58	45.46	6.6	19.04	4.29	22.04	9.6	18.32	17.79	21.65	49.35	12.05	17.97
